Day,Classroom,Time,Course,Section
Wednesday,43,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-6A
Wednesday,43,4:00 PM - 5:30 PM,Machine Learning,BDS-4A
Wednesday,43,5:30 PM - 7:00 PM,Computer Architecture,BCS-6B
Wednesday,43,7:00 PM - 8:30 PM,Web Development,BDS-7A
Wednesday,44,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-4A
Wednesday,44,10:00 AM - 11:30 AM,Data Structures,BCS-3A
Wednesday,44,11:30 AM - 1:00 PM,Linear Algebra,BCS-1A
Wednesday,44,1:00 PM - 2:30 PM,Statistics,BDS-4A
Wednesday,44,2:30 PM - 4:00 PM,Database Systems,BCS-6B
Wednesday,44,4:00 PM - 5:30 PM,Operating Systems,BDS-8A
Wednesday,44,5:30 PM - 7:00 PM,Computer Networks,BCS-7A
Wednesday,44,7:00 PM - 8:30 PM,Software Engineering,BCS-2A
Wednesday,45,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-1C
Wednesday,45,10:00 AM - 11:30 AM,Machine Learning,BCS-1C
Wednesday,45,11:30 AM - 1:00 PM,Computer Architecture,BDS-8A
Wednesday,45,1:00 PM - 2:30 PM,Web Development,BDS-5A
Wednesday,45,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-8A
Wednesday,45,4:00 PM - 5:30 PM,Data Structures,BCS-7A
Wednesday,45,5:30 PM - 7:00 PM,Linear Algebra,BSD-1A
Wednesday,45,7:00 PM - 8:30 PM,Statistics,BCS-1B
Wednesday,46,8:30 AM - 10:00 AM,Database Systems,BCS-2A
Wednesday,46,10:00 AM - 11:30 AM,Operating Systems,BDS-4A
Wednesday,46,11:30 AM - 1:00 PM,Computer Networks,BDS-3A
Wednesday,46,1:00 PM - 2:30 PM,Software Engineering,BCS-1A
Wednesday,46,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-5A
Wednesday,46,4:00 PM - 5:30 PM,Machine Learning,BCS-1C
Wednesday,46,5:30 PM - 7:00 PM,Computer Architecture,BCS-7A
Wednesday,46,7:00 PM - 8:30 PM,Web Development,BCS-2A
Wednesday,47,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-7A
Wednesday,47,10:00 AM - 11:30 AM,Data Structures,BCS-2A
Wednesday,47,11:30 AM - 1:00 PM,Linear Algebra,BCS-3A
Wednesday,47,1:00 PM - 2:30 PM,Statistics,BSD-1A
Wednesday,47,2:30 PM - 4:00 PM,Database Systems,BDS-3A
Wednesday,47,4:00 PM - 5:30 PM,Operating Systems,BDS-8A
Wednesday,47,5:30 PM - 7:00 PM,Computer Networks,BDS-3A
Wednesday,47,7:00 PM - 8:30 PM,Software Engineering,BDS-7A
Wednesday,48,8:30 AM - 10:00 AM,Programming Fundamentals Lab,BDS-4A
Wednesday,48,10:00 AM - 11:30 AM,Data Structures Lab,BCS-1C
Wednesday,48,11:30 AM - 1:00 PM,Database Systems Lab,BDS-4A
Wednesday,48,1:00 PM - 2:30 PM,Operating Systems Lab,BDS-8A
Wednesday,48,2:30 PM - 4:00 PM,AI Lab,BCS-1A
Wednesday,48,4:00 PM - 5:30 PM,ML Lab,BCS-1A
Wednesday,48,5:30 PM - 7:00 PM,Networks Lab,BDS-3A
Wednesday,48,7:00 PM - 8:30 PM,Web Dev Lab,BDS-6A
Wednesday,49,8:30 AM - 10:00 AM,Programming Fundamentals Lab,BCS-1C
Wednesday,49,10:00 AM - 11:30 AM,Data Structures Lab,BDS-6A
Wednesday,49,11:30 AM - 1:00 PM,Database Systems Lab,BCS-7A
Wednesday,49,1:00 PM - 2:30 PM,Operating Systems Lab,BCS-6B
Wednesday,49,2:30 PM - 4:00 PM,AI Lab,BCS-2A
Wednesday,49,4:00 PM - 5:30 PM,ML Lab,BDS-8A
Wednesday,49,5:30 PM - 7:00 PM,Networks Lab,BDS-3A
Wednesday,49,7:00 PM - 8:30 PM,Web Dev Lab,BCS-7A
Thursday,0,8:30 AM - 10:00 AM,Programming Fundamentals,BSD-1A
Thursday,0,10:00 AM - 11:30 AM,Data Structures,BCS-6B
Thursday,0,11:30 AM - 1:00 PM,Linear Algebra,BCS-6B
Thursday,0,1:00 PM - 2:30 PM,Statistics,BCS-3A
Thursday,0,2:30 PM - 4:00 PM,Database Systems,BCS-1B
Thursday,0,4:00 PM - 5:30 PM,Operating Systems,BCS-1C
Thursday,0,5:30 PM - 7:00 PM,Computer Networks,BCS-6B
Thursday,0,7:00 PM - 8:30 PM,Software Engineering,BCS-2A
Thursday,1,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-6B
Thursday,1,10:00 AM - 11:30 AM,Machine Learning,BDS-2A
Thursday,1,11:30 AM - 1:00 PM,Computer Architecture,BCS-2A
Thursday,1,1:00 PM - 2:30 PM,Web Development,BCS-7A
Thursday,1,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-3A
Thursday,1,4:00 PM - 5:30 PM,Data Structures,BSD-1A
Thursday,1,5:30 PM - 7:00 PM,Linear Algebra,BDS-4A
Thursday,1,7:00 PM - 8:30 PM,Statistics,BCS-3A
Thursday,2,8:30 AM - 10:00 AM,Database Systems,BDS-3A
Thursday,2,10:00 AM - 11:30 AM,Operating Systems,BCS-1C
Thursday,2,11:30 AM - 1:00 PM,Computer Networks,BCS-6B
Thursday,2,1:00 PM - 2:30 PM,Software Engineering,BCS-1B
Thursday,2,2:30 PM - 4:00 PM,Artificial Intelligence,BCS-1C
Thursday,2,4:00 PM - 5:30 PM,Machine Learning,BCS-6B
Thursday,2,5:30 PM - 7:00 PM,Computer Architecture,BCS-6B
Thursday,2,7:00 PM - 8:30 PM,Web Development,BCS-2A
Thursday,3,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-6A
Thursday,3,10:00 AM - 11:30 AM,Data Structures,BDS-3A
Thursday,3,11:30 AM - 1:00 PM,Linear Algebra,BDS-8A
Thursday,3,1:00 PM - 2:30 PM,Statistics,BCS-7A
Thursday,3,2:30 PM - 4:00 PM,Database Systems,BCS-2A
Thursday,3,4:00 PM - 5:30 PM,Operating Systems,BCS-6B
Thursday,3,5:30 PM - 7:00 PM,Computer Networks,BSD-1A
Thursday,3,7:00 PM - 8:30 PM,Software Engineering,BDS-3A
Thursday,4,8:30 AM - 10:00 AM,Artificial Intelligence,BDS-3A
Thursday,4,10:00 AM - 11:30 AM,Machine Learning,BDS-5A
Thursday,4,11:30 AM - 1:00 PM,Computer Architecture,BCS-1B
Thursday,4,1:00 PM - 2:30 PM,Web Development,BDS-2A
Thursday,4,2:30 PM - 4:00 PM,Programming Fundamentals,BCS-2A
Thursday,4,4:00 PM - 5:30 PM,Data Structures,BCS-3A
Thursday,4,5:30 PM - 7:00 PM,Linear Algebra,BCS-3A
Thursday,4,7:00 PM - 8:30 PM,Statistics,BCS-3A
Thursday,5,8:30 AM - 10:00 AM,Database Systems,BCS-7A
Thursday,5,10:00 AM - 11:30 AM,Operating Systems,BCS-7A
Thursday,5,11:30 AM - 1:00 PM,Computer Networks,BCS-2A
Thursday,5,1:00 PM - 2:30 PM,Software Engineering,BDS-6A
Thursday,5,2:30 PM - 4:00 PM,Artificial Intelligence,BCS-2A
Thursday,5,4:00 PM - 5:30 PM,Machine Learning,BCS-6B
Thursday,5,5:30 PM - 7:00 PM,Computer Architecture,BDS-8A
Thursday,5,7:00 PM - 8:30 PM,Web Development,BSD-1A
Thursday,6,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-3A
Thursday,6,10:00 AM - 11:30 AM,Data Structures,BCS-2A
Thursday,6,11:30 AM - 1:00 PM,Linear Algebra,BDS-8A
Thursday,6,1:00 PM - 2:30 PM,Statistics,BDS-7A
Thursday,6,2:30 PM - 4:00 PM,Database Systems,BDS-5A
Thursday,6,4:00 PM - 5:30 PM,Operating Systems,BDS-5A
Thursday,6,5:30 PM - 7:00 PM,Computer Networks,BDS-5A
Thursday,6,7:00 PM - 8:30 PM,Software Engineering,BDS-7A
Thursday,7,8:30 AM - 10:00 AM,Artificial Intelligence,BSD-1A
Thursday,7,10:00 AM - 11:30 AM,Machine Learning,BCS-1A
Thursday,7,11:30 AM - 1:00 PM,Computer Architecture,BDS-5A
Thursday,7,1:00 PM - 2:30 PM,Web Development,BCS-1A
Thursday,7,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-4A
Thursday,7,4:00 PM - 5:30 PM,Data Structures,BDS-2A
Thursday,7,5:30 PM - 7:00 PM,Linear Algebra,BCS-1B
Thursday,7,7:00 PM - 8:30 PM,Statistics,BCS-2A
Thursday,8,8:30 AM - 10:00 AM,Database Systems,BDS-3A
Thursday,8,10:00 AM - 11:30 AM,Operating Systems,BDS-4A
Thursday,8,11:30 AM - 1:00 PM,Computer Networks,BDS-8A
Thursday,8,1:00 PM - 2:30 PM,Software Engineering,BCS-1A
Thursday,8,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-8A
Thursday,8,4:00 PM - 5:30 PM,Machine Learning,BDS-6A
Thursday,8,5:30 PM - 7:00 PM,Computer Architecture,BDS-7A
Thursday,8,7:00 PM - 8:30 PM,Web Development,BCS-3A
Thursday,9,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-5A
Thursday,9,10:00 AM - 11:30 AM,Data Structures,BDS-6A
Thursday,9,11:30 AM - 1:00 PM,Linear Algebra,BCS-1B
Thursday,9,1:00 PM - 2:30 PM,Statistics,BCS-2A
Thursday,9,2:30 PM - 4:00 PM,Database Systems,BCS-6B
Thursday,9,4:00 PM - 5:30 PM,Operating Systems,BCS-1B
Thursday,9,5:30 PM - 7:00 PM,Computer Networks,BCS-1A
Thursday,9,7:00 PM - 8:30 PM,Software Engineering,BCS-6B
Thursday,10,8:30 AM - 10:00 AM,Artificial Intelligence,BDS-2A
Thursday,10,10:00 AM - 11:30 AM,Machine Learning,BDS-3A
Thursday,10,11:30 AM - 1:00 PM,Computer Architecture,BDS-3A
Thursday,10,1:00 PM - 2:30 PM,Web Development,BDS-7A
Thursday,10,2:30 PM - 4:00 PM,Programming Fundamentals,BCS-1C
Thursday,10,4:00 PM - 5:30 PM,Data Structures,BCS-6B
Thursday,10,5:30 PM - 7:00 PM,Linear Algebra,BDS-6A
Thursday,10,7:00 PM - 8:30 PM,Statistics,BCS-6B
Thursday,11,8:30 AM - 10:00 AM,Database Systems,BDS-4A
Thursday,11,10:00 AM - 11:30 AM,Operating Systems,BCS-1C
Thursday,11,11:30 AM - 1:00 PM,Computer Networks,BDS-7A
Thursday,11,1:00 PM - 2:30 PM,Software Engineering,BCS-1C
Thursday,11,2:30 PM - 4:00 PM,Artificial Intelligence,BCS-6B
Thursday,11,4:00 PM - 5:30 PM,Machine Learning,BCS-6B
Thursday,11,5:30 PM - 7:00 PM,Computer Architecture,BDS-3A
Thursday,11,7:00 PM - 8:30 PM,Web Development,BCS-2A
Thursday,12,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-4A
Thursday,12,10:00 AM - 11:30 AM,Data Structures,BCS-7A
Thursday,12,11:30 AM - 1:00 PM,Linear Algebra,BDS-8A
Thursday,12,1:00 PM - 2:30 PM,Statistics,BDS-4A
Thursday,12,2:30 PM - 4:00 PM,Database Systems,BDS-5A
Thursday,12,4:00 PM - 5:30 PM,Operating Systems,BDS-3A
Thursday,12,5:30 PM - 7:00 PM,Computer Networks,BDS-2A
Thursday,12,7:00 PM - 8:30 PM,Software Engineering,BDS-2A
Thursday,13,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-2A
Thursday,13,10:00 AM - 11:30 AM,Machine Learning,BCS-1B
Thursday,13,11:30 AM - 1:00 PM,Computer Architecture,BDS-7A
Thursday,13,1:00 PM - 2:30 PM,Web Development,BCS-7A
Thursday,13,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-3A
Thursday,13,4:00 PM - 5:30 PM,Data Structures,BCS-2A
Thursday,13,5:30 PM - 7:00 PM,Linear Algebra,BCS-6B
Thursday,13,7:00 PM - 8:30 PM,Statistics,BDS-7A
Thursday,14,8:30 AM - 10:00 AM,Database Systems,BCS-1A
Thursday,14,10:00 AM - 11:30 AM,Operating Systems,BCS-1C
Thursday,14,11:30 AM - 1:00 PM,Computer Networks,BCS-1A
Thursday,14,1:00 PM - 2:30 PM,Software Engineering,BDS-3A
Thursday,14,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-7A
Thursday,14,4:00 PM - 5:30 PM,Machine Learning,BCS-2A
Thursday,14,5:30 PM - 7:00 PM,Computer Architecture,BCS-2A
Thursday,14,7:00 PM - 8:30 PM,Web Development,BDS-8A
Thursday,15,8:30 AM - 10:00 AM,Programming Fundamentals,BCS-1A
Thursday,15,10:00 AM - 11:30 AM,Data Structures,BDS-3A
Thursday,15,11:30 AM - 1:00 PM,Linear Algebra,BSD-1A
Thursday,15,1:00 PM - 2:30 PM,Statistics,BDS-3A
Thursday,15,2:30 PM - 4:00 PM,Database Systems,BDS-4A
Thursday,15,4:00 PM - 5:30 PM,Operating Systems,BCS-1A
Thursday,15,5:30 PM - 7:00 PM,Computer Networks,BSD-1A
Thursday,15,7:00 PM - 8:30 PM,Software Engineering,BCS-1A
Thursday,16,8:30 AM - 10:00 AM,Artificial Intelligence,BDS-8A
Thursday,16,10:00 AM - 11:30 AM,Machine Learning,BDS-4A
Thursday,16,11:30 AM - 1:00 PM,Computer Architecture,BDS-5A
Thursday,16,1:00 PM - 2:30 PM,Web Development,BDS-8A
Thursday,16,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-7A
Thursday,16,4:00 PM - 5:30 PM,Data Structures,BCS-1B
Thursday,16,5:30 PM - 7:00 PM,Linear Algebra,BCS-6B
Thursday,16,7:00 PM - 8:30 PM,Statistics,BCS-1C
Thursday,17,8:30 AM - 10:00 AM,Database Systems,BCS-2A
Thursday,17,10:00 AM - 11:30 AM,Operating Systems,BDS-4A
Thursday,17,11:30 AM - 1:00 PM,Computer Networks,BSD-1A
Thursday,17,1:00 PM - 2:30 PM,Software Engineering,BDS-8A
Thursday,17,2:30 PM - 4:00 PM,Artificial Intelligence,BCS-6B
Thursday,17,4:00 PM - 5:30 PM,Machine Learning,BDS-2A
Thursday,17,5:30 PM - 7:00 PM,Computer Architecture,BCS-7A
Thursday,17,7:00 PM - 8:30 PM,Web Development,BDS-4A
Thursday,18,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-3A
Thursday,18,10:00 AM - 11:30 AM,Data Structures,BCS-2A
Thursday,18,11:30 AM - 1:00 PM,Linear Algebra,BDS-8A
Thursday,18,1:00 PM - 2:30 PM,Statistics,BDS-3A
Thursday,18,2:30 PM - 4:00 PM,Database Systems,BDS-7A
Thursday,18,4:00 PM - 5:30 PM,Operating Systems,BCS-2A
Thursday,18,5:30 PM - 7:00 PM,Computer Networks,BDS-7A
Thursday,18,7:00 PM - 8:30 PM,Software Engineering,BDS-5A
Thursday,19,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-1B
Thursday,19,10:00 AM - 11:30 AM,Machine Learning,BSD-1A
Thursday,19,11:30 AM - 1:00 PM,Computer Architecture,BSD-1A
Thursday,19,1:00 PM - 2:30 PM,Web Development,BSD-1A
Thursday,19,2:30 PM - 4:00 PM,Programming Fundamentals,BCS-6B
Thursday,19,4:00 PM - 5:30 PM,Data Structures,BDS-4A
Thursday,19,5:30 PM - 7:00 PM,Linear Algebra,BCS-1A
Thursday,19,7:00 PM - 8:30 PM,Statistics,BCS-7A
Thursday,20,8:30 AM - 10:00 AM,Database Systems,BCS-1A
Thursday,20,10:00 AM - 11:30 AM,Operating Systems,BCS-1B
Thursday,20,11:30 AM - 1:00 PM,Computer Networks,BCS-1C
Thursday,20,1:00 PM - 2:30 PM,Software Engineering,BDS-3A
Thursday,20,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-6A
Thursday,20,4:00 PM - 5:30 PM,Machine Learning,BSD-1A
Thursday,20,5:30 PM - 7:00 PM,Computer Architecture,BCS-7A
Thursday,20,7:00 PM - 8:30 PM,Web Development,BCS-2A
Thursday,21,8:30 AM - 10:00 AM,Programming Fundamentals,BSD-1A
Thursday,21,10:00 AM - 11:30 AM,Data Structures,BSD-1A
Thursday,21,11:30 AM - 1:00 PM,Linear Algebra,BDS-3A
Thursday,21,1:00 PM - 2:30 PM,Statistics,BDS-7A
Thursday,21,2:30 PM - 4:00 PM,Database Systems,BDS-6A
Thursday,21,4:00 PM - 5:30 PM,Operating Systems,BDS-7A
Thursday,21,5:30 PM - 7:00 PM,Computer Networks,BDS-6A
Thursday,21,7:00 PM - 8:30 PM,Software Engineering,BCS-6B
Thursday,22,8:30 AM - 10:00 AM,Artificial Intelligence,BDS-2A
Thursday,22,10:00 AM - 11:30 AM,Machine Learning,BDS-2A
Thursday,22,11:30 AM - 1:00 PM,Computer Architecture,BCS-7A
Thursday,22,1:00 PM - 2:30 PM,Web Development,BCS-7A
Thursday,22,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-7A
Thursday,22,4:00 PM - 5:30 PM,Data Structures,BCS-1C
Thursday,22,5:30 PM - 7:00 PM,Linear Algebra,BDS-3A
Thursday,22,7:00 PM - 8:30 PM,Statistics,BDS-4A
Thursday,23,8:30 AM - 10:00 AM,Database Systems,BCS-3A
Thursday,23,10:00 AM - 11:30 AM,Operating Systems,BDS-7A
Thursday,23,11:30 AM - 1:00 PM,Computer Networks,BDS-4A
Thursday,23,1:00 PM - 2:30 PM,Software Engineering,BDS-3A
Thursday,23,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-3A
Thursday,23,4:00 PM - 5:30 PM,Machine Learning,BDS-7A
Thursday,23,5:30 PM - 7:00 PM,Computer Architecture,BCS-7A
Thursday,23,7:00 PM - 8:30 PM,Web Development,BDS-3A
Thursday,24,8:30 AM - 10:00 AM,Programming Fundamentals,BSD-1A
Thursday,24,10:00 AM - 11:30 AM,Data Structures,BDS-4A
Thursday,24,11:30 AM - 1:00 PM,Linear Algebra,BCS-7A
Thursday,24,1:00 PM - 2:30 PM,Statistics,BCS-1C
Thursday,24,2:30 PM - 4:00 PM,Database Systems,BDS-3A
Thursday,24,4:00 PM - 5:30 PM,Operating Systems,BDS-2A
Thursday,24,5:30 PM - 7:00 PM,Computer Networks,BDS-6A
Thursday,24,7:00 PM - 8:30 PM,Software Engineering,BDS-7A
Thursday,25,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-7A
Thursday,25,10:00 AM - 11:30 AM,Machine Learning,BCS-7A
Thursday,25,11:30 AM - 1:00 PM,Computer Architecture,BDS-4A
Thursday,25,1:00 PM - 2:30 PM,Web Development,BCS-7A
Thursday,25,2:30 PM - 4:00 PM,Programming Fundamentals,BSD-1A
Thursday,25,4:00 PM - 5:30 PM,Data Structures,BSD-1A
Thursday,25,5:30 PM - 7:00 PM,Linear Algebra,BDS-3A
Thursday,25,7:00 PM - 8:30 PM,Statistics,BSD-1A
Thursday,26,8:30 AM - 10:00 AM,Database Systems,BDS-6A
Thursday,26,10:00 AM - 11:30 AM,Operating Systems,BCS-6B
Thursday,26,11:30 AM - 1:00 PM,Computer Networks,BDS-2A
Thursday,26,1:00 PM - 2:30 PM,Software Engineering,BSD-1A
Thursday,26,2:30 PM - 4:00 PM,Artificial Intelligence,BCS-6B
Thursday,26,4:00 PM - 5:30 PM,Machine Learning,BCS-2A
Thursday,26,5:30 PM - 7:00 PM,Computer Architecture,BCS-6B
Thursday,26,7:00 PM - 8:30 PM,Web Development,BCS-1B
Thursday,27,8:30 AM - 10:00 AM,Programming Fundamentals,BSD-1A
Thursday,27,10:00 AM - 11:30 AM,Data Structures,BCS-6B
Thursday,27,11:30 AM - 1:00 PM,Linear Algebra,BCS-7A
Thursday,27,1:00 PM - 2:30 PM,Statistics,BDS-5A
Thursday,27,2:30 PM - 4:00 PM,Database Systems,BDS-5A
Thursday,27,4:00 PM - 5:30 PM,Operating Systems,BCS-1A
Thursday,27,5:30 PM - 7:00 PM,Computer Networks,BDS-3A
Thursday,27,7:00 PM - 8:30 PM,Software Engineering,BCS-2A
Thursday,28,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-1C
Thursday,28,10:00 AM - 11:30 AM,Machine Learning,BCS-3A
Thursday,28,11:30 AM - 1:00 PM,Computer Architecture,BCS-7A
Thursday,28,1:00 PM - 2:30 PM,Web Development,BCS-2A
Thursday,28,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-7A
Thursday,28,4:00 PM - 5:30 PM,Data Structures,BCS-2A
Thursday,28,5:30 PM - 7:00 PM,Linear Algebra,BDS-8A
Thursday,28,7:00 PM - 8:30 PM,Statistics,BCS-7A
Thursday,29,8:30 AM - 10:00 AM,Database Systems,BDS-4A
Thursday,29,10:00 AM - 11:30 AM,Operating Systems,BCS-6B
Thursday,29,11:30 AM - 1:00 PM,Computer Networks,BDS-6A
Thursday,29,1:00 PM - 2:30 PM,Software Engineering,BCS-1C
Thursday,29,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-2A
Thursday,29,4:00 PM - 5:30 PM,Machine Learning,BSD-1A
Thursday,29,5:30 PM - 7:00 PM,Computer Architecture,BDS-2A
Thursday,29,7:00 PM - 8:30 PM,Web Development,BCS-1C
Thursday,30,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-7A
Thursday,30,10:00 AM - 11:30 AM,Data Structures,BCS-1A
Thursday,30,11:30 AM - 1:00 PM,Linear Algebra,BCS-7A
Thursday,30,1:00 PM - 2:30 PM,Statistics,BDS-4A
Thursday,30,2:30 PM - 4:00 PM,Database Systems,BDS-3A
Thursday,30,4:00 PM - 5:30 PM,Operating Systems,BDS-2A
Thursday,30,5:30 PM - 7:00 PM,Computer Networks,BDS-2A
Thursday,30,7:00 PM - 8:30 PM,Software Engineering,BDS-2A
Thursday,31,8:30 AM - 10:00 AM,Artificial Intelligence,BDS-3A
Thursday,31,10:00 AM - 11:30 AM,Machine Learning,BDS-8A
Thursday,31,11:30 AM - 1:00 PM,Computer Architecture,BDS-6A
Thursday,31,1:00 PM - 2:30 PM,Web Development,BDS-3A
Thursday,31,2:30 PM - 4:00 PM,Programming Fundamentals,BCS-1B
Thursday,31,4:00 PM - 5:30 PM,Data Structures,BDS-2A
Thursday,31,5:30 PM - 7:00 PM,Linear Algebra,BDS-7A
Thursday,31,7:00 PM - 8:30 PM,Statistics,BDS-5A
Thursday,32,8:30 AM - 10:00 AM,Database Systems,BDS-5A
Thursday,32,10:00 AM - 11:30 AM,Operating Systems,BDS-5A
Thursday,32,11:30 AM - 1:00 PM,Computer Networks,BCS-1B
Thursday,32,1:00 PM - 2:30 PM,Software Engineering,BDS-3A
Thursday,32,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-6A
Thursday,32,4:00 PM - 5:30 PM,Machine Learning,BDS-3A
Thursday,32,5:30 PM - 7:00 PM,Computer Architecture,BCS-2A
Thursday,32,7:00 PM - 8:30 PM,Web Development,BDS-5A
Thursday,33,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-7A
Thursday,33,10:00 AM - 11:30 AM,Data Structures,BDS-5A
Thursday,33,11:30 AM - 1:00 PM,Linear Algebra,BCS-3A
Thursday,33,1:00 PM - 2:30 PM,Statistics,BCS-3A
Thursday,33,2:30 PM - 4:00 PM,Database Systems,BCS-1B
Thursday,33,4:00 PM - 5:30 PM,Operating Systems,BDS-6A
Thursday,33,5:30 PM - 7:00 PM,Computer Networks,BSD-1A
Thursday,33,7:00 PM - 8:30 PM,Software Engineering,BDS-4A
Thursday,34,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-3A
Thursday,34,10:00 AM - 11:30 AM,Machine Learning,BSD-1A
Thursday,34,11:30 AM - 1:00 PM,Computer Architecture,BCS-1B
Thursday,34,1:00 PM - 2:30 PM,Web Development,BCS-7A
Thursday,34,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-8A
Thursday,34,4:00 PM - 5:30 PM,Data Structures,BCS-1A
Thursday,34,5:30 PM - 7:00 PM,Linear Algebra,BDS-4A
Thursday,34,7:00 PM - 8:30 PM,Statistics,BCS-2A
Thursday,35,8:30 AM - 10:00 AM,Database Systems,BCS-3A
Thursday,35,10:00 AM - 11:30 AM,Operating Systems,BDS-5A
Thursday,35,11:30 AM - 1:00 PM,Computer Networks,BCS-1C
Thursday,35,1:00 PM - 2:30 PM,Software Engineering,BCS-1B
Thursday,35,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-5A
Thursday,35,4:00 PM - 5:30 PM,Machine Learning,BDS-6A
Thursday,35,5:30 PM - 7:00 PM,Computer Architecture,BCS-2A
Thursday,35,7:00 PM - 8:30 PM,Web Development,BDS-7A
Thursday,36,8:30 AM - 10:00 AM,Programming Fundamentals,BCS-1C
Thursday,36,10:00 AM - 11:30 AM,Data Structures,BCS-1C
Thursday,36,11:30 AM - 1:00 PM,Linear Algebra,BDS-3A
Thursday,36,1:00 PM - 2:30 PM,Statistics,BDS-3A
Thursday,36,2:30 PM - 4:00 PM,Database Systems,BCS-6B
Thursday,36,4:00 PM - 5:30 PM,Operating Systems,BCS-3A
Thursday,36,5:30 PM - 7:00 PM,Computer Networks,BDS-4A
Thursday,36,7:00 PM - 8:30 PM,Software Engineering,BDS-8A
Thursday,37,8:30 AM - 10:00 AM,Artificial Intelligence,BDS-8A
Thursday,37,10:00 AM - 11:30 AM,Machine Learning,BDS-3A
Thursday,37,11:30 AM - 1:00 PM,Computer Architecture,BSD-1A
Thursday,37,1:00 PM - 2:30 PM,Web Development,BCS-3A
Thursday,37,2:30 PM - 4:00 PM,Programming Fundamentals,BCS-2A
Thursday,37,4:00 PM - 5:30 PM,Data Structures,BDS-6A
Thursday,37,5:30 PM - 7:00 PM,Linear Algebra,BCS-3A
Thursday,37,7:00 PM - 8:30 PM,Statistics,BDS-6A
Thursday,38,8:30 AM - 10:00 AM,Database Systems,BCS-3A
Thursday,38,10:00 AM - 11:30 AM,Operating Systems,BCS-1B
Thursday,38,11:30 AM - 1:00 PM,Computer Networks,BSD-1A
Thursday,38,1:00 PM - 2:30 PM,Software Engineering,BSD-1A
Thursday,38,2:30 PM - 4:00 PM,Artificial Intelligence,BCS-1B
Thursday,38,4:00 PM - 5:30 PM,Machine Learning,BDS-8A
Thursday,38,5:30 PM - 7:00 PM,Computer Architecture,BDS-8A
Thursday,38,7:00 PM - 8:30 PM,Web Development,BDS-3A
Thursday,39,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-7A
Thursday,39,10:00 AM - 11:30 AM,Data Structures,BDS-8A
Thursday,39,11:30 AM - 1:00 PM,Linear Algebra,BCS-1A
Thursday,39,1:00 PM - 2:30 PM,Statistics,BCS-7A
Thursday,39,2:30 PM - 4:00 PM,Database Systems,BDS-5A
Thursday,39,4:00 PM - 5:30 PM,Operating Systems,BCS-3A
Thursday,39,5:30 PM - 7:00 PM,Computer Networks,BCS-6B
Thursday,39,7:00 PM - 8:30 PM,Software Engineering,BCS-7A
Thursday,40,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-7A
Thursday,40,10:00 AM - 11:30 AM,Machine Learning,BDS-6A
Thursday,40,11:30 AM - 1:00 PM,Computer Architecture,BCS-3A
Thursday,40,1:00 PM - 2:30 PM,Web Development,BDS-8A
Thursday,40,2:30 PM - 4:00 PM,Programming Fundamentals,BCS-7A
Thursday,40,4:00 PM - 5:30 PM,Data Structures,BCS-1A
Thursday,40,5:30 PM - 7:00 PM,Linear Algebra,BDS-4A
Thursday,40,7:00 PM - 8:30 PM,Statistics,BCS-1A
Thursday,41,8:30 AM - 10:00 AM,Database Systems,BCS-1B
Thursday,41,10:00 AM - 11:30 AM,Operating Systems,BCS-2A
Thursday,41,11:30 AM - 1:00 PM,Computer Networks,BCS-7A
Thursday,41,1:00 PM - 2:30 PM,Software Engineering,BDS-6A
